date,credit_gdp_gap,abs_gdp,market_debt_share,sloos_ci,cape,buffett,courbe_10a3m,m2_yoy,taux_reel_10a,baa_aaa_spread,vix,nfci_leverage,margin_loans_z1,current_account_gdp,top1_wealth_share,net_equity_issuance_gdp,corp_debt_to_profits
2010-09-01,-1.545781417266851,1.2452506850157516,2.405958487088374,0.7319293289479724,0.6099208683444334,0.9480622609060412,-0.5934536731844391,-1.3113409513765029,2.4506695103314033,0.098320242228095,-0.2593268075298247,-0.06370039827150684,0.6672849824851615,1.0561612120741757,1.150447940519577,1.202094706401196,-0.33923478164644677
2010-10-01,-2.032022745416311,1.129760512803454,2.670433309285967,0.7969003896631088,0.740162662432062,1.244723757096291,-0.5161047465934311,-1.2188416099987225,3.1934439648938437,0.22275146982228716,0.007291008106914404,0.0027211924067423246,0.2786819551458794,0.8685778646016858,1.362643426639434,0.5327898471976863,-0.25256619609321374
2010-11-01,-2.023921134202058,1.1280100437281553,2.6565202290703724,0.7942782035156463,0.8097972982065582,1.2425642120769476,-0.6964668517866437,-1.2537307897115415,2.7300395446646566,0.20880924607282586,0.041797901074767774,0.053564595516678463,0.2784775593445846,0.8675850674403838,1.3550946379399216,0.5323242177081224,-0.25239005584664975
2010-12-01,-2.0159156904597304,1.1262676897533637,2.6428224101465494,0.7916817655334059,0.915091397538634,1.2404158731987374,-1.1423382583121917,-1.096406064898241,1.8284447956230663,0.16718303105979812,0.3563815480463485,0.0001834041579762275,0.27827361267291933,0.8665956683036136,1.3476700767149978,0.5318598072731779,-0.2522142836442635
2011-01-01,-2.3690070496575344,1.056251640257837,2.78188612990383,0.7891106567897901,1.002981142865788,1.4664653833984582,-1.2160163688483492,-0.8500062511346921,1.7534195252093747,0.20865123466110824,0.38727270740584613,-0.0953906095753214,1.1246597733298762,1.0433197541761519,1.5022076103191757,0.6504413485104213,-0.13508739581478368
2011-02-01,-2.3569065224570687,1.0547366712464503,2.766377527167142,0.7865644678422126,1.0800565618683844,1.4633352036061014,-1.3816021002818104,-0.7993174698361412,1.340566127119907,0.37479690455523634,0.3720945801466132,-0.13283827351826918,1.1229330521733336,1.0419057882682685,1.4928377156523498,0.6498137830047738,-0.13499757792561035
2011-03-01,-2.3449895923359896,1.0532282052197155,2.7511254843063777,0.784042798457775,0.9895953201569111,1.4602249905844271,-1.2665952307046555,-0.5522944217408106,1.8992577913102473,0.4161772508186005,-0.04111809680635143,-0.09924066579679977,1.1212142634475177,1.0404975581524072,1.4836411805303809,0.6491880311666731,-0.13490793895994607
2011-04-01,-2.591879107248532,0.9844394283116911,2.7093643894803563,1.0156806236119365,1.0261323812768606,1.3937078804066445,-1.3311557673968717,-0.430746473660633,2.0611727281571928,0.47140581299706413,0.5208173983999318,-0.008183106021651926,0.5268093153607114,1.0228158223528336,1.5281084225446375,1.7404282232608106,-0.2633447048399291
2011-05-01,-2.576516292161417,0.9831305161089635,2.694998118708113,1.0116268114462907,1.0126307064012843,1.3909403331325327,-1.1005724210220942,-0.3696715586138117,2.17780131062462,0.526610568894439,0.43576803612133164,0.07037762780358736,0.5263548987936293,1.0214630082434981,1.518459775426407,1.7356998503662586,-0.263161527303873
2011-06-01,-2.561423519866725,0.9818268133947441,2.6808580205829284,1.0076212167536314,0.8663039488935118,1.388189214187865,-0.9606336727383399,-0.1573168019697727,2.1630431221908055,0.6095231727185764,0.15274573462011493,0.13982621800666994,0.5259016564752106,1.020115550121391,1.5089918081475098,1.731009820026968,-0.26297873152068363
2011-07-01,-2.7101769792156825,0.9151435387431017,2.65088835558609,1.2173991363397918,0.9433506012511417,0.8214029229776306,-0.958455645767658,0.4303289057577273,2.3555589128974193,0.5120337620235671,0.1430735687527504,0.34545604463740814,-0.145347980716542,0.8775981729209767,1.233612372749535,2.3578801569995487,-0.23768113575170052
2011-08-01,-2.692899030986056,0.9140126446005782,2.637407948871738,1.2115356534906891,0.5534474870704195,0.8204777739434846,-0.3777689526465459,0.953483089494475,3.155675565580723,0.28965081957674305,-1.8415683534495702,0.6770429355091332,-0.14524820040815306,0.8765977932867879,1.2277797841812865,2.347516785741681,-0.23751843500755543
2011-09-01,-2.6759474461954538,0.9128859345072811,2.6241311632844826,1.2057561890951016,0.4997200689474822,0.819555745223108,-0.10932377087608545,0.9004941992468706,3.0959189488550787,0.02561831641437967,-2.0109220011853726,0.8888702124766372,-0.14514862532034387,0.8756008283266509,1.2220292488041644,2.337288902881336,-0.23735606795762645
2011-10-01,-2.7714506762650806,0.856515099509902,2.4998865254911475,0.5708637657965078,0.5691521351146794,1.101805150805691,-0.2542334160720493,0.8160762511835554,2.774430889439885,-0.2661976321754108,-1.5373660858124676,0.837100765463645,-0.8588492560337354,0.9015404908184859,1.3757416839115661,1.3769240982811237,-0.18119116237427974
2011-11-01,-2.753161552147794,0.855520484136378,2.4884411937370903,0.569411018137631,0.5977336463764774,1.100171420495082,-0.14083660233921064,0.9288441936786775,2.956575678204762,-0.09925793832726273,-1.4183356036995844,0.641427122581038,-0.857849627208463,0.9004921475228175,1.3683683214351132,1.3742546228205257,-0.18107038240442183
2011-12-01,-2.7352298638921435,0.8545293271861032,2.4771516691472475,0.5679693156681496,0.6246137572875806,1.0985449392660194,-0.11279991700782069,0.9654144734395075,2.8793573948150244,-0.16875059801544803,-0.5573473952064628,0.41147601905322256,-0.8568534822477416,0.8994474544355887,1.361112386265186,1.3716006197544575,-0.1809498436569782
2012-01-01,-2.9779268722268726,0.7904788927351772,2.6735420748893484,0.11580653551941213,0.729267584592006,1.368414078142331,-0.08320862111824424,1.1372947348396658,2.8741328109963793,-0.25215144219625235,0.044283696372142245,0.21555733622717077,-1.0504035746641562,0.930821318131811,1.5649227322565207,0.643091946923018,-0.5171929382648391
2012-02-01,-2.955718194720193,0.7896219878490772,2.659847786404269,0.11558404501573975,0.8178625518686029,1.3657929908463706,-0.03505466704145986,1.0643174190431346,2.9647250863682433,-0.12675993564477228,0.2698283282612028,0.09437960419076519,-1.0489297391247976,0.9297111750743767,1.5550433915778634,0.6424854874362488,-0.5167713878178336
2012-03-01,-2.9339991902807987,0.7887678648417537,2.6463618351460796,0.11536283202861533,0.8564701346064229,1.3631869135689931,-0.21646382452019325,0.9873381364621853,2.685381082749474,-0.05707371501671085,0.5508177979553424,0.05344134232873847,-1.0474620928418221,0.9286049962750221,1.545349008160222,0.641880741090007,-0.5163508667704163
2012-04-01,-3.0624572214538572,0.72870952946756,2.7323217662993153,0.6085117359089197,0.8141863814547513,1.2215555223298908,-0.11420850894236015,0.925706739578196,2.6879040146733617,-0.043116092338021265,0.3423644164857623,0.10766445942430553,-1.0431777091867107,0.8488576569418763,1.5358338810888439,1.6230324941598209,-0.47011558034698003
2012-05-01,-3.0385581990001223,0.7279681784705212,2.7178393885724628,0.6069472602556609,0.6862051790762808,1.2195331545375052,0.10399683535252992,0.7905514041314141,2.7596937649675723,-0.09884983445193221,-0.057028068588738566,0.1781037960177876,-1.0417303243125702,0.8479279327806875,1.526492552457889,1.6191172729916097,-0.4697478836152148
2012-06-01,-3.015210194166945,0.7272290864192772,2.7035849227052187,0.6053948013818417,0.6258867653263999,1.2175208023522563,0.26000557487620773,0.7490473276448301,2.8590939189024933,-0.2521883647321259,-0.0731512357597636,0.18913879210965415,-1.040288950058475,0.847001258083312,1.517319794212789,1.615230259657038,-0.4693810485254474
2012-07-01,-3.0069688880532617,0.6745744960496863,2.76169998907122,0.7083550488035826,0.694436567472038,1.435019162631213,0.34641664254776483,0.29836679634386276,2.8725243135702327,-0.37760531240842365,0.37584706282069497,0.1484255430427497,-0.5600246154266906,0.6902585337255547,1.612041624981207,1.1725530996349858,-0.4296403575935323
2012-08-01,-2.9843580133930834,0.6739248710675916,2.746840793324929,0.7063811337500383,0.7567341837966537,1.4321154409014576,0.2206971734806914,-0.16578672478806086,2.743700734243501,-0.32159986181641054,0.6112804286702916,0.1135347892913207,-0.5595377490752346,0.6896122527882205,1.601654615392148,1.1707104663271408,-0.4293155987352969
2012-09-01,-2.9622497427365735,0.673277119981657,2.732218933175193,0.7044236468595365,0.8132219136593625,1.4292292817364085,0.18414032320909154,0.04297558644567419,2.7935537103858086,-0.20976274604202313,0.6607444016157885,0.070746206504154,-0.5590521507204192,0.6889677844421656,1.591466023921854,1.1688764964578504,-0.42899157537062393
2012-10-01,-2.932913821253129,0.5954095699720672,2.75306890473264,0.625902843022725,0.7813210159915988,1.366470707254511,0.163664145959683,0.15313966301773246,2.7328074068755277,0.12554267932003216,0.5339512668675135,-0.0030972221195380936,0.02323661604763678,0.6416206371125577,1.5814696120137641,0.9922907589723423,-0.41535794634159795
2012-11-01,-2.9119101700655374,0.5948779308220974,2.738392168580771,0.6243043936730601,0.6774583467288687,1.363889160526773,0.23305839964789393,0.2008449025321602,2.665156394683501,0.2652120968562928,0.4789045162199732,-0.12880871137026653,0.02322129538561503,0.6410484399882961,1.5716594123073864,0.9909925718893802,-0.4150483705478582
2012-12-01,-2.8913514773298052,0.594347713711542,2.7239477238481586,0.6227181405807706,0.7289851722818042,1.3613221957691213,0.1564967874430078,0.45100027241873736,2.562315696977007,0.30701910825838136,0.40123369075146564,-0.2759238398837669,0.02320600498788801,0.6404777715249943,1.5620297136670722,0.9896994688885736,-0.4147394860718849
2013-01-01,-3.00854427039184,0.5635080369960589,2.7865676649153728,0.61305254722774,0.8295735413959282,1.7731502936241745,-0.008889508686978126,0.2558863508851228,2.3282016365123375,0.37678319846302893,0.881824045488399,-0.3732896297502319,-0.03093541045271821,0.6121710278483009,1.6545602855730113,0.13450978776044836,-0.4592142647245867
2013-02-01,-2.98610209487088,0.5630205531128322,2.7714499078478476,0.6115217063491515,0.8523393722361225,1.76833247184819,-0.04756515051898304,0.12776348274462654,2.228827491287895,0.3486176733355558,0.807238596251366,-0.4005712533012265,-0.030915085568835127,0.6116413877876611,1.6437239127849612,0.1344198980525699,-0.45886213733858877
2013-03-01,-2.96415484982237,0.5625343325968808,2.7565756030918798,0.6100022872753957,0.9077399262862003,1.763553721808226,-0.03473203110597893,0.1587254845735982,2.190849676300485,0.39042385500296584,0.9365986305163782,-0.39155221531187534,-0.030894800693333172,0.6111131205150765,1.6330978949653103,0.13433018832276833,-0.45851081894604073
2013-04-01,-2.8544892605552175,0.41788499421851083,2.70245461804567,1.0825700729087098,0.9341149293736163,1.8158762602326515,0.11377566308476891,0.054249118954712953,2.208861022630191,0.47420898631849434,0.815026626539155,-0.39124145854380216,0.21987427270057772,0.591672109277157,1.5215469736487113,1.1405365749690846,-0.40793189089327386
2013-05-01,-2.8351768652282905,0.41756399709360936,2.6886111961841186,1.0783494784989485,1.057964694059095,1.810780475479418,-0.046821801345220286,0.012996597911190686,1.8589594857688676,0.5019550958434931,0.8726185766826314,-0.4482471351250743,0.21972355663474102,0.591171289703831,1.5127925763843406,1.1388205204214248,-0.40763172653512164
2013-06-01,-2.8162512948345135,0.41724373871516923,2.6749783947213923,1.0741779244485177,0.9831142117958372,1.8057273645688579,-0.3640306811074067,-0.04808749561566722,1.2093880003536035,0.3896260617811241,0.39033895361061455,-0.5820584174756642,0.21957315009942766,0.5906717401408975,1.5041877139490787,1.1371121918814004,-0.40733222393932594
2013-07-01,-2.7272324163742483,0.36687967843685293,2.7255158257290857,1.0296500848091048,1.068939026667227,1.9721239432116324,-0.6217330357400429,-0.10578565039581174,0.9829332231862411,0.3053491555256815,0.808792470517468,-0.7066821760775635,-0.07901959220097649,0.503289309294764,1.545997698140649,1.2829854695416303,-0.37876884779454634
2013-08-01,-2.710276039593503,0.36660853882142874,2.7113976253832432,1.0258825220543515,1.0475240570025495,1.9658552082490126,-0.7481159741496706,-0.16448732558546833,0.8794831671048148,0.44538669878870335,0.7765216370385299,-0.7322424385485,-0.07896780871661976,0.5028953409398058,1.5369964432203662,1.2807745360148974,-0.378496660339108
2013-09-01,-2.6936321195094384,0.36633799957796775,2.6974966107658886,1.0221560645815226,1.0598845942414357,1.9596458912229087,-0.8333187383416152,-0.24780283933340683,0.7579633337600667,0.5152608956011646,0.7130258465546128,-0.6179833575907197,-0.07891612690485486,0.5025022965659677,1.5281507504341536,1.278574997997891,-0.37822505893927705
2013-10-01,-2.6073944859044142,0.3200958380060338,2.597338814428386,0.6217101061267755,1.1189755440646907,2.2225400653137934,-0.6360329176576717,-0.06808185747676018,0.9978090597565143,0.5850993849422526,0.6199547600623748,-0.47371000782167666,0.0349077733146166,0.31763374788154347,1.5693556258137413,1.1144533582484988,-0.3730831789361705
2013-11-01,-2.592467339218733,0.3198668776915485,2.585011702843141,0.6201950611991549,1.2411643210244234,2.213998808015573,-0.7061246741949601,-0.2829389753169408,0.8665123744120463,0.6268383057147376,0.9349590668838874,-0.3742759138785241,0.03488510042127134,0.31741618880829703,1.5601187622856993,1.1128320913438372,-0.3728170840379552
2013-12-01,-2.577793717603389,0.3196384080628965,2.57285848886636,0.618691048914324,1.273645356009612,2.2055552959879496,-0.8654755352021074,-0.49614283927027797,0.6621146685158039,0.6124242152981919,0.7703608867378161,-0.32774780968667366,0.03486247164931537,0.3171990762272683,1.5510432493569906,1.1112178826081,-0.37255155779212656
2014-01-01,-2.5097190949435473,0.28605144209544886,2.6173678966668166,0.8367257169627756,1.272256122466155,2.3494667552094453,-0.8456964083212614,-0.3473060353183213,0.7700251319609505,0.6962613220358739,0.7620445390889922,-0.2720323823515326,-0.31921438014856635,0.543088543214508,1.641120423146959,1.4613904962638526,-0.2841763867088268
2014-02-01,-2.4963239807471846,0.2858514467038211,2.6048254888093316,0.8342513548603067,1.2303169736455013,2.3395990503737045,-0.706298689921382,-0.19855800818670724,0.8488626790299276,0.7659866429604867,0.6029764039685782,-0.22921355880220146,-0.3189870521425833,0.5426525511692734,1.6309271798246043,1.4584302314588784,-0.2839848315539832
2014-03-01,-2.483141132123205,0.2856518702618973,2.5924617115845345,0.8317988396383267,1.2849160267164605,2.3298546700346603,-0.7172329327112921,-0.27669026425558074,0.8396978975279077,0.7233419405671389,0.6825789094722212,-0.26367843351931397,-0.3187602091891098,0.5422176077894182,1.620921707574413,1.4554878901446064,-0.28379366328705724
2014-04-01,-2.431617419203815,0.25796991782739276,2.6266696042380033,0.7235359682284468,1.2580279365132883,2.4468673813549393,-0.7187423714937127,-0.2248172960835214,0.8479111000228587,0.7509423612230409,0.7625814536702512,-0.3451794268055324,0.07778719226435189,0.4458863627369842,1.807044355720235,0.4551272629347587,-0.3533048593980873
2014-05-01,-2.4193742157244142,0.2577927931397678,2.6140511677421503,0.721638427049829,1.2808913382333156,2.4359012890891543,-0.5884563152559693,-0.13362483542084908,1.0254195393800292,0.8346817651941308,0.9808749098856899,-0.39623935072476174,0.07773681674005713,0.4455562270919947,1.7942264998267703,0.4547735233004496,-0.35305790791735053
2014-06-01,-2.4073141469251733,0.25761603283448237,2.60161288923239,0.719755752722571,1.3733217757432032,2.4250813578393133,-0.6190746164753412,-0.1517058738423813,1.0163344873576372,0.9042718201150672,1.0968545421733642,-0.34320664337590917,0.07768653896057615,0.4452268238292244,1.781677805081234,0.4544206073998126,-0.3528114736368064
2014-07-01,-2.4475292814607528,0.24499799687947307,2.557333074729178,0.7015561286787313,1.4115380607208994,2.3001982502516576,-0.5769115241534188,-0.110346024234757,1.1027862188622395,0.8754715488959993,0.9964007554201852,-0.25075461498817964,0.3885401321051721,0.4594270731194855,1.7693889806877587,1.062574648587729,-0.4304359927595419
2014-08-01,-2.43512277168112,0.24483145261738734,2.54564573143319,0.6997725078456026,1.3798393771061688,2.290946510778356,-0.4631548453463672,-0.23165728744029637,1.1520973438068074,0.8186189493012036,0.840244024232897,-0.22900765841390117,0.38825332221057485,0.45908469899613097,1.757351178702639,1.0611236000514643,-0.430120119138051
2014-09-01,-2.422903078918431,0.24466524756399596,2.534117204818689,0.6980024356368761,1.4242922278857608,2.281805541542035,-0.5739088523749794,-0.3040405668969978,0.8955212223205542,0.7056293603847354,0.8410642008472167,-0.26694244026274383,0.3879671466486081,0.45874308934528646,1.7455559672594074,1.0596784824877432,-0.42980494005544895
2014-10-01,-2.3041879949873207,0.23679772956058126,2.4325000105655175,0.6880571152395047,1.3081762621592612,2.43517360487211,-0.37371139588118646,-0.4857811317354363,0.9701674311757053,0.5927270265368889,0.24957948122743825,-0.24252718918502206,-0.19208094471706177,0.6540943922243995,1.8297624572317694,1.1715210487389964,-0.377046298994898
2014-11-01,-2.293684526194377,0.23663797514795357,2.4223330823641254,0.6863473015768387,1.5263197710278453,2.4244312199598643,-0.38777641169588795,-0.3868823146320893,0.8993666609516712,0.45175854800063736,0.8460162637024851,-0.19318402121840708,-0.19195371489843308,0.6535217537887732,1.8167931478295882,1.169745359465183,-0.37678066631568785
2014-12-01,-2.283323434515701,0.23647854365932428,2.412292604575434,0.6846501838587377,1.5531514574892824,2.4138297866867324,-0.27660100291176415,-0.33910401034011134,0.8257652959026917,0.3389698312000496,0.4737153549512974,-0.19998960687393466,-0.19182673758158097,0.6529506172177568,1.8040959723793297,1.1679777234331008,-0.3765155943685875
2015-01-01,-2.3048309048969857,0.22208207046645254,2.4419435202263857,0.47754565255926834,1.5057392479548175,2.3963235446416173,0.009458859427527798,-0.29929163649689977,1.0679946000467504,0.28250354508271186,0.10841841463391878,-0.26149413444766684,-0.13639945471664802,0.6183421495484301,1.7916615445900308,1.8130828834665618,-0.18586749545722261
2015-02-01,-2.294364972063268,0.22193377169378858,2.4317067163089394,0.4765667788768471,1.5804924326768455,2.3860762692718005,-0.08176984342189182,-0.15161528915876013,1.0753280374604544,0.4090987648456567,0.5232293281685374,-0.3183700852755103,-0.13631104191619367,0.6178199873318941,1.779480925240162,1.808142397062236,-0.18574934015640526
2015-03-01,-2.284040365856712,0.22178576963340074,2.4215976077870454,0.47559390410315033,1.5383394254493323,2.375959367002891,-0.13258556152511844,-0.27638626406590994,1.0456519052436652,0.40889213173492006,0.6630107822463462,-0.30672984681013815,-0.1362228008229925,0.6172991461423072,1.767545595167638,1.8032420910771876,-0.18563140991369154
2015-04-01,-2.0912363799012392,0.20401300105938774,2.458658024825983,0.46637290079803745,1.5462401658957634,2.2531623299415915,-0.04113976721343447,-0.3185378763751866,1.2507618242955105,0.32414135290827106,0.8315397384941139,-0.25705635451953124,-0.5409891229957052,0.5652518765274998,1.849509515450359,1.4544590084280924,-0.17062636082628999
2015-05-01,-2.0831801924253788,0.20387828358650448,2.4482681630354177,0.4654345556844379,1.5468473890794971,2.244506273251683,-0.27949339028551135,-0.4438869028269475,0.9746501855941556,0.3944681994177541,0.849400551346972,-0.2335929686361371,-0.5405456834901616,0.5647979206808755,1.836438869218179,1.4515873860447763,-0.170518861063746
2015-06-01,-2.075216425906514,0.20374383265552026,2.4380089403825043,0.46450185534964517,1.4982783309789574,2.23594924189422,-0.42770708445609845,-0.49783060884585906,0.7951312576040394,0.3519676097882722,0.7177263705519555,-0.25228024919103914,-0.5401033329607224,0.5643450571255799,1.8236416799542687,1.4487327118293234,-0.17041156423855366
2015-07-01,-1.936839570588761,0.17127191337784514,2.504250244585359,0.5340012251809869,1.4794129402841565,1.8515330899358926,-0.37707660956526745,-0.5402117735870561,0.7846529002576007,0.19661152577802232,0.7142532073967399,-0.21039182410187093,-0.9177757208269663,0.6910722854731929,1.6720685952660888,2.3457825428198187,-0.1697302623141282
2015-08-01,-1.930266128680332,0.1711605756441873,2.493369088664398,0.53287811039844,1.3739705805905835,1.846362048860695,-0.20150573856001155,-0.4808837641785516,0.7258064382973838,0.055376236748927186,0.05455007664007857,-0.06187809318721822,-0.9167075601440352,0.6904530243550724,1.6620061112903912,2.336179007905041,-0.16962375010204575
2015-09-01,-1.9237591854834886,0.1710494547683277,2.482628576058443,0.5317620576370998,1.1916920322426836,1.8412341055372883,-0.24868968683957593,-0.4266709519093029,0.6229096703636431,-0.11410054226611273,-0.5884102716834289,0.05442361364185398,-0.9156431219157709,0.6898354255818187,1.6521232818919322,2.326692490306117,-0.16951743816855844
2015-10-01,-1.8947458099413212,0.15946846096152886,2.398614504841789,-0.0685195702906405,1.341251107942966,2.021085845892511,-0.1635452207693135,-0.5071557876582845,0.7030330614045055,-0.28356743353694647,0.39960984877619954,0.03315177895166595,-0.93356559981661,0.5756656398627549,1.6884323789993603,1.8348087358162828,0.04657413556471605
2015-11-01,-1.8885590957819465,0.15936557981391186,2.3889650604205803,-0.06840808661993408,1.451111503881739,2.0146322407850543,-0.23780329210006879,-0.3614736525956131,0.5714816893029523,-0.2975670043888881,0.47430051818566327,-0.0785081754388843,-0.9324659964062977,0.5752025375477964,1.6782224271606607,1.8297745447179299,0.04654577021572107
2015-12-01,-1.88243261043074,0.15926289753885503,2.3794311668485606,-0.06829714535099418,1.410370033842579,2.0082400814378536,-0.1279094848359071,-0.4129602447629984,0.5318256512909656,-0.4246510413280518,0.2367025213180103,-0.12132046872052256,-0.9313702709958219,0.574740551420374,1.6681956283966857,1.8247815768404172,0.04651745663035689
2016-01-01,-1.705215450389913,0.13773978103798817,2.404314513115814,-0.10164969674989403,1.1432218246190595,2.054367559710005,0.03869647195114265,-0.3002585222395958,0.5960774566947135,-0.36787432671965714,-0.507152808616519,-0.039146967197136104,-1.0090052367052036,0.6080515552466275,1.6583465710199021,1.7624307634624363,-0.04787836815858747
2016-02-01,-1.7004924734761215,0.13765181071259636,2.3946377371835066,-0.10148497793678919,1.1116407753403512,2.047658743221802,0.36339871895403164,-0.415184419509494,0.7991170783613487,-0.2686684662920592,-0.34920037823392913,0.06775451710896326,-1.007728589413405,0.6075501247570037,1.6486700645864685,1.7578996248388825,-0.04784931084620682
2016-03-01,-1.6958085384626447,0.13756400872914304,2.385076891534129,-0.1013210573196996,1.3178508028315796,2.0410152428493538,0.24930918316126258,-0.23789785674687,0.9381382836391359,-0.16947196201349685,0.5245230732369168,0.09308291844852971,-1.0064567777546618,0.6070499331316799,1.6391611284013918,1.7534032662681773,-0.047820306374305996
2016-04-01,-1.527029365314831,0.10453599940514527,2.4929421603396,-0.24404485931894254,1.3998107533044413,2.076856163347031,0.26214942345539805,-0.10548224299119724,1.088256444857923,0.028841943596414364,0.7261665693669564,0.03543647846242833,-0.8909189064269117,0.5106586459625154,1.7203202415649372,1.7443060397409038,-0.054105801894163356
2016-05-01,-1.5234367982037729,0.1044700113905881,2.4823081911620357,-0.24363400793464496,1.364171371897972,2.069979557897122,0.3045626144387354,-0.020795846786137863,1.058221925373301,0.22715100099764074,0.6520906414738354,-0.016755737025807085,-0.8899206852485886,0.5102724440186104,1.709823827880698,1.7399072195588796,-0.054073063264158124
2016-06-01,-1.5198694784924947,0.10440414818461297,2.4718091783510636,-0.24322522504513844,1.384957501561597,2.063170827060393,0.4462805858029612,-1.8094179988116737e-05,1.0913251385263831,0.22704897952718917,0.26725380994782694,0.01927289284452522,-0.8889258132828454,0.5098871172130078,1.6995173749075951,1.7355415216933359,-0.054040383991487695
2016-07-01,-1.344277228950237,0.07435997525595729,2.4994847130842386,-0.11194844676943831,1.5124974767534256,2.116481965014695,0.5969999082495325,0.036537922432424284,1.227128841408659,0.35453224130404226,0.8730266596918751,0.07330164939577183,-0.3651785502162449,0.4872565490796202,1.689395220710549,1.4293464621352494,-0.015314636952051198
2016-08-01,-1.3416228948478564,0.07431346106799384,2.488812717663393,-0.11177007574415714,1.549397800774091,2.109282931618687,0.5474908948814865,0.1224177803893271,1.1653905865549066,0.3827231179093795,0.9701027673189639,0.046945074217354305,-0.36492104112249,0.4868961739520201,1.679451936829683,1.4266413165010285,-0.015305428541370162
2016-09-01,-1.338984228924043,0.07426703405925608,2.4782762884603042,-0.11159255465639402,1.514476169683513,2.1021568806778066,0.4752858554263702,0.11890647849137857,1.1281825905944138,0.41090680032941296,0.7284602223062597,-0.06828897252550126,-0.3646640761094828,0.4865365974408053,1.6696823160463459,1.4239514776198388,-0.015296236721258927
2016-10-01,-1.3615216564383703,0.046302370887017726,2.5129377196112546,0.1855266073853799,1.4824039981067536,2.0513526315804107,0.38730424794011586,0.15586602166577668,1.1396582978887755,0.4532718056558892,0.6786748752681493,-0.28236155525659296,-0.49281496496603366,0.4603765301521414,1.6155784665627833,1.002680487709263,-0.0077610920801603304
2016-11-01,-1.3588001608707942,0.04627361250172543,2.502147206412102,0.1852274125412783,1.530018915614397,2.044743889772875,0.15518007796229658,0.11965746854718368,0.8973220275639194,0.48142752744689266,0.5914953587603494,-0.5526934636553612,-0.4924352558239788,0.4600442421905144,1.6067484839565678,1.0014339040797848,-0.007756443060333261
2016-12-01,-1.356094926918605,0.0462449076355022,2.491494538317726,0.1849296607362128,1.6810778380504199,2.038198628535324,-0.10767588591987333,-0.022013261739506407,0.6424053922071951,0.5947547663693683,0.9539301895680304,-0.7708129752444585,-0.49205642324513627,0.45971267286652784,1.5980618331561625,1.0001919602820624,-0.007751802385008775
2017-01-01,-1.2582024742961053,0.01687372984656794,2.530990037833244,0.18889425271360114,1.7089550566400997,2.223272323134696,-0.047346913840706335,-0.18723301726806585,0.7832558922006467,0.6370120143443291,1.0646019976395524,-0.7842099046947836,-0.10432465034974181,0.37455924547651653,1.589514677543283,0.9323703972286261,-0.17654246557400133
2017-02-01,-1.255935154081745,0.016863307807942818,2.520026175037095,0.18859208076724018,1.7957873204082375,2.2151342918268924,-0.028376568404527413,-0.219915402163579,0.8018469727136279,0.7076420185710107,1.0713584679090817,-0.6775467154567468,-0.10425953054808772,0.37430580230522636,1.5811033227501303,0.9312938356420126,-0.1764338100090811
2017-03-01,-1.2536800525805636,0.016852905056940853,2.509203595896785,0.18829135452159648,1.8582917401625576,2.207084996567549,0.11568276419006714,-0.19950710752727277,0.7069105313447198,0.7355993642610934,1.0196368887471101,-0.5328924273190898,-0.10419453254029892,0.37405287299803464,1.5728242099494243,0.9302209961420409,-0.17632535482736533
2017-04-01,-1.1010442524196706,0.004259036667748296,2.4917625026846624,0.3677226648259835,1.8283648826376409,2.2337362682227653,0.3380536053243663,-0.2781600625018279,0.8045974654845969,0.6924989433475179,0.8537645273980807,-0.4169442382983364,-0.04809738649003442,0.5480272594499408,1.5646739095272766,0.6295290724340167,-0.1224463939251575
2017-05-01,-1.0993516717345526,0.004256416488419116,2.481290767724821,0.3670836204288546,1.8872579627649755,2.225526436734432,0.41805100173431775,-0.31984877858902705,0.7199965783012012,0.6920653322206993,1.1502234605036943,-0.3793036263331716,-0.04806772873379842,0.5476058483119274,1.55664911511336,0.6289881267068701,-0.12237248097629251
2017-06-01,-1.097666876452053,0.004253801138977774,2.470949980695314,0.36644789756739254,1.949789871248032,2.2174064880712896,0.610948372468553,-0.4348470861349629,0.7260893135805196,0.7058459708403519,1.1918792297762248,-0.3907091135995139,-0.04803812577268435,0.547185408097482,1.5487466379447192,0.628448573532591,-0.12229870171825041
2017-07-01,-1.053930198447485,-0.009978129826259553,2.498014280389678,0.41306154120008126,1.9848877167417238,2.274050185729365,0.5701380722881901,-0.4349238103212439,0.6289325514995467,0.705399182482981,1.2201519632428892,-0.38914959724866927,-0.2485748709094834,0.32762785284945695,1.5409634015414837,1.4397678340502853,-0.06589597195486813
2017-08-01,-1.0523907465517335,-0.00997201331039391,2.487507865140654,0.4123279972222675,1.9688620720074907,2.2654715142581034,0.6189246896734171,-0.509713592888047,0.7470825424394879,0.7191724037575715,0.991456707174093,-0.36489424273002197,-0.24841308348286856,0.32741410136353233,1.5332964366742137,1.4370567128406138,-0.0658567527817169
2017-09-01,-1.050858024023775,-0.009965908028864648,2.4771329356571017,0.4115983493883647,2.0037369750983722,2.256989224321316,0.6374781905618034,-0.5671234003297617,0.8140132729674429,0.732933905591868,1.1899528108663158,-0.37287067461668366,-0.24825161157622816,0.3272007677576469,1.5257428766042285,1.4343608549799158,-0.0658176035516502
